Gene Symbol,gene_name,Direct Evidence,Inference Score
STRA6,64220,,20.57
SUV39H1,6839,,20.57
TCF12,6938,,20.57
TFR2,7036,,20.57
UPK1B,7348,,20.57
UPRT,139596,,20.57
ZNRF3,84133,,20.56
CYP2C9,1559,,20.55
F2RL1,2150,,20.53
GNRH1,2796,,20.53
INHBB,3625,,20.53
PAX6,5080,,20.53
CYBA,1535,,20.52
ADORA3,140,,20.5
AMH,268,,20.5
FLRT2,23768,,20.5
FNDC5,252995,,20.5
IFNGR2,3460,,20.5
KALRN,8997,,20.5
MYL6,4637,,20.5
NR1H3,10062,,20.5
PIDD1,55367,,20.5
RCN1,5954,,20.5
ASAP1,50807,,20.49
DNAJA4,55466,,20.49
JAM2,58494,,20.49
PRPS2,5634,,20.49
SHISA2,387914,,20.49
STARD13,90627,,20.49
TCF3,6929,,20.49
ACSL3,2181,,20.47
C5,727,,20.47
FLT1,2321,,20.47
GBP2,2634,,20.47
NSDHL,50814,,20.47
ACIN1,22985,,20.46
GH1,2688,,20.46
BRD7,29117,,20.45
HOXC6,3223,,20.45
BCL2,596,,20.44
BOLA1,51027,,20.44
CNNM4,26504,,20.44
ICAM3,3385,,20.44
METTL18,92342,,20.44
MRE11A,17535,,20.44
RCBTB1,55213,,20.44
RFX2,5990,,20.44
RPP38,10557,,20.44
SEMA6B,10501,,20.44
TAB3,257397,,20.44
TIMM22,29928,,20.44
TMEM87A,25963,,20.44
AKT2,208,,20.43
ARL2BP,23568,,20.43
CIP2A,57650,,20.43
MIR511,574445,,20.43
PIGW,284098,,20.43
TMEM218,219854,,20.43
TOMM20,9804,,20.43
AOC3,8639,,20.42
AZGP1,563,,20.42
CANX,821,,20.42
CAVIN1,284119,,20.42
CD52,1043,,20.42
COL5A3,50509,,20.42
DUSP3,1845,,20.42
FKBP1B,2281,,20.42
FZD6,8323,,20.42
GCG,2641,,20.42
IL13RA2,3598,,20.42
MEF2D,4209,,20.42
MEOX1,4222,,20.42
MIR146,387164,,20.42
MIR630,693215,,20.42
PDLIM3,27295,,20.42
RPS15,6209,,20.42
SRPX,8406,,20.42
SYN2,6854,,20.42
TYRP1,7306,,20.42
ADGRE3,84658,,20.41
ARHGEF3,50650,,20.41
FSTL1B,324309,,20.41
INHBAB,553816,,20.41
LINC00473,90632,,20.41
MS4A6BL,293749,,20.41
NEDD4A,619412,,20.41
OR1D2,4991,,20.41
SIK2B,567919,,20.41
SNHG28,284677,,20.41
ASIC4B,407667,,20.4
C14ORF180,400258,,20.4
C1QL3A,100151368,,20.4
C6ORF118,168090,,20.4
CHST3A,559721,,20.4
CLEC4B2,381809,,20.4
CRFB15,100535513,,20.4
LCE1M,66203,,20.4
MC5RA,286834,,20.4
MFSD6B,447825,,20.4
MIR4516,100616258,,20.4
MIR592,693177,,20.4
MIR675,100033819,,20.4
MYBPC2A,751793,,20.4
MYEOV2,100302524,,20.4
NAPAA,567306,,20.4
OAS1H,246729,,20.4
PCYT1AB,553770,,20.4
PDXDC2P-NPIPB14P,283970,,20.4
PIP5K1BB,447840,,20.4
RHOBTB2B,565844,,20.4
RT1-M6-2,365527,,20.4
SBF2-AS1,283104,,20.4
SULF2A,393910,,20.4
USP41,373856,,20.4
ZNF321P,399669,,20.4
ZSWIM2,151112,,20.4
FANCD2OS,115795,,20.39
THAP7-AS1,439931,,20.39
TKTL2,84076,,20.39
CNOT2,4848,,20.38
IKZF3,22806,,20.38
TMEM184C,55751,,20.38
GFAP,2670,,20.37
MAP3K1,4214,,20.36
NCF1,653361,,20.36
PSMA3,5684,,20.35
ARHGAP5,394,,20.34
CFP,5199,,20.34
CORO1C,23603,,20.34
CYP2F4,54246,,20.34
DQX1,165545,,20.34
EIF2S3,1968,,20.34
EPHA1,2041,,20.34
FCN1,2219,,20.34
HMX2,3167,,20.34
KIF4A,24137,,20.34
LY6I,57248,,20.34
NHLH2,4808,,20.34
NSF,4905,,20.34
P2RY13,53829,,20.34
PARD6A,50855,,20.34
PRDM5,11107,,20.34
SIX2,10736,,20.34
SLFN2,20556,,20.34
AQP1,358,,20.33
AKIP1,56672,,20.32
BCL2L15,440603,,20.32
GPR84,53831,,20.32
HMBOX1,79618,,20.32
KLHL9,55958,,20.32
MIR27A,407018,,20.32
SCML1,6322,,20.32
SNAPC3,6619,,20.32
TPPP,11076,,20.32
CALHM2,51063,,20.31
CAPRIN2,65981,,20.31
FAR2,55711,,20.31
GPER1,2852,,20.31
H1-5,3009,,20.31
H2AC8,3012,,20.31
IPO8,10526,,20.31
IQCK,124152,,20.31
KLHL24,54800,,20.31
SDHA,6389,,20.31
SLC2A10,81031,,20.31
SPIB,6689,,20.31
SYT13,57586,,20.31
TPX2,22974,,20.31
USP2,9099,,20.31
AKAP17B,338351,,20.29
ALPG,251,,20.29
ANKRD1B,564159,,20.29
APOL7A,75761,,20.29
ASZ1,136991,,20.29
C4ORF47,441054,,20.29
CASP5,838,,20.29
CCDC81,60494,,20.29
CDH9,1007,,20.29
CEACAM19,56971,,20.29
CETN4,207175,,20.29
CFAP46,54777,,20.29
EPD,30199,,20.29
FABP1B.1,554095,,20.29
FSD2,123722,,20.29
H2BC1,255626,,20.29
KDF1,126695,,20.29
KIF19,124602,,20.29
KLRC3,3823,,20.29
LRRC46,90506,,20.29
LTB4DH,493462,,20.29
MAP1LC3B2,643246,,20.29
MS4A4C,64380,,20.29
MTMR1,8776,,20.29
MYZAP,100820829,,20.29
NEU4,129807,,20.29
NFKBIAB,323099,,20.29
OTUD7A,161725,,20.29
PCDHB6,56130,,20.29
PJVK,494513,,20.29
PNLDC1,154197,,20.29
QPCTL,54814,,20.29
RGD1305347,362576,,20.29
RSPH4A,345895,,20.29
SHLD1,149840,,20.29
SLURP1,57152,,20.29
SLX4IP,128710,,20.29
STX4A,20909,,20.29
TAF8,129685,,20.29
ZFP365,216049,,20.29
ZFP9,22750,,20.29
ZNF101,94039,,20.29
ZNF256,10172,,20.29
A2ML,100006972,,20.27
BTNL8,79908,,20.27
C19ORF18,147685,,20.27
CBX7A,550551,,20.27
CCDC173,75051,,20.27
CMTM1,113540,,20.27
CNTNAP3B,728577,,20.27
FAM83C,128876,,20.27
GNAI3,2773,,20.27
GNRHR2,114814,,20.27
H2AP,25763,,20.27
HSD17B12A,327417,,20.27
HYMAI,57061,,20.27
IGFN1.3,100331959,,20.27
IGHA1,3493,,20.27
KCNK16,83795,,20.27
LDHAL6B,92483,,20.27
METTL25B,51093,,20.27
MIR26A,100314290,,20.27
MIR376A,723855,,20.27
MIR495,574453,,20.27
MIR551B,693136,,20.27
MSANTD2,79684,,20.27
OR8B8,26493,,20.27
PCDHGB6,56100,,20.27
RGD1310587,360894,,20.27
SCAND2P,54581,,20.27
SFTPA2,729238,,20.27
THA1,71776,,20.27
TMEM202,338949,,20.27
TMEM35B,100506144,,20.27
UBE2U,148581,,20.27
ZFP142,77264,,20.27
ZNF106,64397,,20.27
ZNF496,84838,,20.27
ZNF526,116115,,20.27
ZNF585B,92285,,20.27
ZNF596,169270,,20.27
AADAT,51166,,20.26
ARL17A,51326,,20.26
BAIAP2,10458,,20.26
C15ORF61,145853,,20.26
CENPW,387103,,20.26
DIDO1,11083,,20.26
EIF3B,8662,,20.26
EXOC3L1,283849,,20.26
FER1L5,90342,,20.26
FEZF1,389549,,20.26
FUT8,2530,,20.26
FZD8,8325,,20.26
GYS1,2997,,20.26
HAL,3034,,20.26
HAVCR1,26762,,20.26
HEATR4,399671,,20.26
HN1,100301678,,20.26
HS3ST4,9951,,20.26
INA,9118,,20.26
MEIS2,4212,,20.26
MORC1,27136,,20.26
NAALADL1,10004,,20.26
PADI2,11240,,20.26
PHLDA3,23612,,20.26
PWAR5,8123,,20.26
RGD1563888,360692,,20.26
SPINK13,153218,,20.26
STMN2,11075,,20.26
TRA2A,29896,,20.26
UBE2H,7328,,20.26
ZFP212,232784,,20.26
ZFP94,22756,,20.26
ZNF48,197407,,20.26
ZNF568,374900,,20.26
FABP4,2167,,20.24
RPL34,6164,,20.22
PCNA,5111,,20.21
PDE5A,8654,,20.21
IFNB1,3456,,20.2
UGT2B15,7366,,20.2
XIRP1,165904,,20.2
ACTR1A,10121,,20.19
ARL4D,379,,20.19
IL22RA1,58985,,20.19
MARCHF5,54708,,20.19
MRPS34,65993,,20.19
PRRT2,112476,,20.19
RFC5,5985,,20.19
RNF144B,255488,,20.19
RPS6KA4,8986,,20.19
RWDD2A,112611,,20.19
SLC22A23,63027,,20.19
SLC35A3,23443,,20.19
SMYD5,10322,,20.19
ST8SIA4,7903,,20.19
SYTL2,54843,,20.19
VARS2,57176,,20.19
ZBTB2,57621,,20.19
AZIN1,51582,,20.18
BAZ1A,11177,,20.18
CCDC141,285025,,20.18
CD34,947,,20.18
CEP85L,387119,,20.18
DDX20,11218,,20.18
RBM14,10432,,20.18
RHOBTB3,22836,,20.18
TCP11L2,255394,,20.18
TLL1,7092,,20.18
WDR74,54663,,20.18
SLC12A3,6559,,20.17
AHNAK,79026,,20.15
SLCO1A4,28250,,20.15
VDAC1,7416,,20.13
ABCA5,23461,,20.11
DAP,1611,,20.11
DTYMK,1841,,20.11
HIVEP1,3096,,20.11
KNTC1,9735,,20.11
LGR4,55366,,20.11
LPO,4025,,20.11
OAS1,4938,,20.11
PEG10,23089,,20.11
PHEX,5251,,20.11
PLS1,5357,,20.11
PPBP,5473,,20.11
PTPRO,5800,,20.11
RAD51C,5889,,20.11
RHOU,58480,,20.11
ACOT2,10965,,20.1
ATP7B,540,,20.1
BAD,572,,20.09
RHOX5,18617,,20.09
ARMC6,93436,,20.08
ASIC4,55515,,20.08
BATF2,116071,,20.08
CAR5A,12352,,20.08
CCM2L,140706,,20.08
CD2,914,,20.08
DIRAS2,54769,,20.08
IGSF5,150084,,20.08
IL19,29949,,20.08
NOTUM,147111,,20.08
PARP1,142,,20.08
PKN1,5585,,20.08
POU2F3,25833,,20.08
SIX6,4990,,20.08
TADA1,117143,,20.08
ZNF618,114991,,20.08
A1CF,29974,,20.07
APOL3,80833,,20.07
CPT1A,1374,,20.07
DHPS,1725,,20.07
FCHO2,115548,,20.07
GPRASP1,9737,,20.07
ICE2,79664,,20.07
MARS2,92935,,20.07
MRPL9,65005,,20.07
MYPN,84665,,20.07
NOS1AP,9722,,20.07
P4HTM,54681,,20.07
PIGN,23556,,20.07
PINX1,54984,,20.07
POLR2I,5438,,20.07
RABGAP1,23637,,20.07
RABL3,285282,,20.07
SASS6,163786,,20.07
TMEM156,80008,,20.07
TSGA10,80705,,20.07
VPS52,6293,,20.07
ZBED3,84327,,20.07
DIO1,1733,,20.06
G6PD,2539,,20.06
GNMT,27232,,20.05
SPP1,6696,,20.05
HHIP,64399,,20.04
JAK3,3718,,20.04
NFATC1,4772,,20.04
NISCH,11188,,20.04
AFF4,27125,,20.03
FZD4,8322,,20.03
GCNT3,9245,,20.03
ILF3,3609,,20.03
POLA2,23649,,20.03
UBA1,7317,,20.03
ZBTB10,65986,,20.03
LSS,4047,,20.02
GJB1,2705,,19.99
IL1A,3552,,19.99
ZEB2,9839,,19.99
RWDD4,201965,,19.98
TGFB3,7043,,19.98
CHGA,1113,,19.97
ELOVL3,83401,,19.97
NOS3,4846,marker/mechanism,19.97
TBK1,29110,,19.97
AIFM2,84883,,19.96
AMDHD1,144193,,19.96
BCL11A,53335,,19.96
CD5,921,,19.96
CEP41,95681,,19.96
CTTNBP2,83992,,19.96
EMP3,2014,,19.96
GPR85,54329,,19.96
MSRA,4482,,19.96
NDUFB2,4708,,19.96
RAB1A,5861,,19.96
RBBP9,10741,,19.96
RHBDF2,79651,,19.96
RNF19B,127544,,19.96
RPS6KA2,6196,,19.96
STBD1,8987,,19.96
UTP18,51096,,19.96
ZMPSTE24,10269,,19.96
ACP6,51205,,19.95
ANXA2P2,304,,19.95
ASTE1,28990,,19.95
ATXN7L1,222255,,19.95
C19ORF48,84798,,19.95
C6ORF47,57827,,19.95
CCDC43,124808,,19.95
CPSF4L,642843,,19.95
DYNLT4,343521,,19.95
EPB42,2038,,19.95
ERGIC2,51290,,19.95
FAM126A,84668,,19.95
FAM177A1,283635,,19.95
FAM200B,285550,,19.95
FBXO27,126433,,19.95
GRIFIN,402635,,19.95
GTF2H4,2968,,19.95
H2AC21,317772,,19.95
H2-D1,14964,,19.95
H4F16,320332,,19.95
HDHD5,27440,,19.95
HYLS1,219844,,19.95
IL18BP,10068,,19.95
IL1F10,84639,,19.95
KCTD14,65987,,19.95
LUC7L2,51631,,19.95
LURAP1,541468,,19.95
LZTS2,84445,,19.95
MIR335,442904,,19.95
MIR7-3HG,284424,,19.95
MS4A6A,64231,,19.95
MYBPHL,343263,,19.95
PHOX2B,8929,,19.95
QTRT1,81890,,19.95
RBM4B,83759,,19.95
RCE1,9986,,19.95
RNASE3,6037,,19.95
SERTAD3,29946,,19.95
SLC35E4,339665,,19.95
SSUH2,51066,,19.95
UBE2Z,65264,,19.95
WDR19,57728,,19.95
ZFP30,22835,,19.95
ZFP521,225207,,19.95
ZNF215,7762,,19.95
FAS,355,,19.94
WNT10B,7480,,19.92
NFE2L2,4780,,19.91
VTG2,559931,,19.91
CYP2J2,1573,,19.9
ADAMTS9,56999,,19.89
CLOCK,9575,,19.89
DRD4,1815,,19.89
EIF4B,1975,,19.89
EMB,133418,,19.89
IP6K2,51447,,19.89
MTF1,4520,,19.89
NAV3,89795,,19.89
PDPN,10630,,19.89
PIK3CB,5291,,19.89
PPT1,5538,,19.89
PRKDC,5591,,19.89
SET,6418,,19.89
SORBS2,8470,,19.89
SOX18,54345,,19.89
TRAF3,7187,,19.89
RAD51,5888,,19.87
HIF1A,3091,,19.86
MSTN,2660,,19.86
BCS1L,617,,19.85
STXBP3,6814,,19.85
ZFP354A,21408,,19.85
ABAT,18,,19.84
ALKBH3,221120,,19.84
CDKL5,6792,,19.84
CENPX,201254,,19.84
CNPY2,10330,,19.84
CUEDC1,404093,,19.84
DCAF12L1,139170,,19.84
FREM2,341640,,19.84
HEATR3,55027,,19.84
HOMER3,9454,,19.84
HOOK1,51361,,19.84
HPS3,84343,,19.84
INSL6,11172,,19.84
ITPKC,80271,,19.84
LARS2,23395,,19.84
LRRCC1,85444,,19.84
MRPL46,26589,,19.84
RCSD1,92241,,19.84
RTTN,25914,,19.84
SLC35B2,347734,,19.84
SLC7A10,56301,,19.84
SSC4D,136853,,19.84
SYNC,81493,,19.84
TMC4,147798,,19.84
TMOD4,29765,,19.84
TSR1,55720,,19.84
UBR3,130507,,19.84
GORAB,92344,,19.83
NFRKB,4798,,19.83
PPP1R3D,5509,,19.83
RAD52,5893,,19.83
ZC3H14,79882,,19.83
ARNT2,9915,,19.82
GSDME,1687,,19.82
HLF,3131,,19.82
KCNK1,3775,,19.82
ORM2,5005,,19.82
P2RX4,5025,,19.82
RAD23A,5886,,19.82
RARRES2,5919,,19.82
RBM39,9584,,19.82
SEC61A1,29927,,19.82
SPDL1,54908,,19.82
TTN,7273,,19.82
MIR16-1,406950,,19.8
NT5C1A,84618,,19.8
AMTN,401138,,19.79
APOA1B,100101640,,19.79
ARHGEF33,100271715,,19.79
ATP2A2A,393940,,19.79
BCYRN1,618,,19.79
BPIFC,254240,,19.79
C8ORF48,157773,,19.79
CAVIN4B,494036,,19.79
CCDC169,728591,,19.79
CCDC83,220047,,19.79
CLDND2,125875,,19.79
DAB2,1601,,19.79
DCAF16,54876,,19.79
DEFB10,246085,,19.79
EOLA2,541578,,19.79
FAM71F1,330277,,19.79
FHL5,9457,,19.79
KLK1B27,16619,,19.79
KLRB1,3820,,19.79
KRT33A,3883,,19.79
LRRC9,341883,,19.79
MAGEA3,4102,,19.79
MIR205HG,642587,,19.79
MIR376B,574435,,19.79
NAA11,84779,,19.79
NEK10,152110,,19.79
NOTCH1A,30718,,19.79
NPIPB5,100132247,,19.79
OTOP3,347741,,19.79
PER1A,563926,,19.79
PFN3,345456,,19.79
PISD-PS3,66776,,19.79
PLG,5340,,19.79
PSMB11,122706,,19.79
SEPW1,100462742,,19.79
SH2D1B,117157,,19.79
SLC22A25,387601,,19.79
SLC2A11B,564970,,19.79
SLC52A1,55065,,19.79
SOCS1A,445073,,19.79
SUPT7L,9913,,19.79
TBPL2,387332,,19.79
THEG,51298,,19.79
TMEM72,643236,,19.79
TMEM81,388730,,19.79
UCN3,114131,,19.79
UGT2B10,7365,,19.79
URAH,76974,,19.79
WDR93,56964,,19.79
ZAR1,326340,,19.79
ZFP263,74120,,19.79
ZFP277,246196,,19.79
ZNF112,7771,,19.79
ZNF280A,129025,,19.79
ZNF700,90592,,19.79
ZNF814,730051,,19.79
ZNF830,91603,,19.79
CCL2,6347,,19.78
PCDHB8,56128,,19.78
UMAD1,729852,,19.78
ZFP597,71063,,19.78
IL6,3569,,19.77
HPSE,10855,,19.76
C9ORF24,84688,,19.75
CDC7,8317,,19.75
DHFR2,200895,,19.75
FZD1,8321,,19.75
H2BC17,8348,,19.75
HBA1,3039,,19.75
MTRF1,9617,,19.75
PLEKHF1,79156,,19.75
PPARGC1A,10891,,19.75
SNAI1,6615,,19.75
SNX10,29887,,19.75
F5,2153,,19.74
FNDC3B,64778,,19.74
MCM7,4176,,19.74
AGO1,26523,,19.73
CAPZA2,830,,19.73
DUSP11,8446,,19.73
FANCB,2187,,19.73
GOLGA8A,23015,,19.73
GPRIN3,285513,,19.73
ITGB1BP1,9270,,19.73
MKKS,8195,,19.73
MRPL23,6150,,19.73
MRPS7,51081,,19.73
NUDT6,11162,,19.73
PAX5,5079,,19.73
PEX16,9409,,19.73
PLA2G12B,84647,,19.73
TLE5,166,,19.73
TRIM8,81603,,19.73
ABI2,10152,,19.72
ABLIM2,84448,,19.72
CCDC117,150275,,19.72
FEM1C,56929,,19.72
H2AC20,8338,,19.72
HGSNAT,138050,,19.72
KANK1,23189,,19.72
LPL,4023,,19.72
NINJ2,4815,,19.72
ORMDL2,29095,,19.72
PAQR5,54852,,19.72
RILPL2,196383,,19.72
SLC25A16,8034,,19.72
TTC27,55622,,19.72
UNC5CL,222643,,19.72
ZKSCAN1,7586,,19.72
ADRA1D,146,,19.7
TH,7054,,19.7
HSPA4,3308,,19.69
PTGS1,5742,,19.69
ARID1A,8289,,19.68
CHST15,51363,,19.68
CXADR,1525,,19.68
DFFB,1677,,19.68
FIGNL1,63979,,19.68
FNBP1,23048,,19.68
IRF8,3394,,19.68
ITGA2B,3674,,19.68
LAMA1,284217,,19.68
NDUFS4,4724,,19.68
PECR,55825,,19.68
PSIP1,11168,,19.68
PXDN,7837,,19.67
SEMA6D,80031,,19.67
TIMELESS,8914,,19.67
CA2,760,,19.66
HSPA5,3309,,19.65
RPS26L,393715,,19.65
TAS2R105,57252,,19.65
COX8H,100038031,,19.64
RGD1565784,497874,,19.64
TPTEP1,387590,,19.64
ZFP125,22651,,19.64
ACTL6B,51412,,19.63
ANKRD20A8P,729171,,19.63
ATP6V1G3,127124,,19.63
BACH1A,678555,,19.63
BLOC1S5-TXNDC5,100526836,,19.63
C6ORF120,387263,,19.63
CARD16,114769,,19.63
CCDC181,57821,,19.63
CDR-4,259654,,19.63
CROCCP3,114819,,19.63
CSPG5B,559358,,19.63
CYP4V7,562008,,19.63
DEFBL1,100009619,,19.63
DNAJC5B,85479,,19.63
DPY19L4,286148,,19.63
EEF1DB,560745,,19.63
FAM228B,375190,,19.63
FBXW12,285231,,19.63
GADD45AB,431763,,19.63
GCSHB,436852,,19.63
GPR31,2853,,19.63
GSKIP,51527,,19.63
HBB-BH1,15132,,19.63
IGHG,380794,,19.63
IGH-VJ558,16061,,19.63
KIRREL,170643,,19.63
LCN10,414332,,19.63
LOR,16939,,19.63
M17,555717,,19.63
MHC1ZBA,791453,,19.63
MIR302D,442896,,19.63
MIR9-1,407046,,19.63
NDRG1B,393665,,19.63
PCGF5A,562327,,19.63
PLA2G2C,391013,,19.63
PLD1B,572492,,19.63
PPM1LB,767640,,19.63
PRR18,285800,,19.63
RAB6C,84084,,19.63
RGD1307100,294978,,19.63
RGD1560455,302377,,19.63
RNF151,146310,,19.63
SCG2B,777641,,19.63
SIAH1A,20437,,19.63
SLC22A29,236293,,19.63
SMIM10L1,100129361,,19.63
SNHG17,388796,,19.63
SNORA20,677806,,19.63
SNORA65,26783,,19.63
SOX19B,64812,,19.63
SPECC1LB,555467,,19.63
TCEAL6,158931,,19.63
TCRA-V54,407629,,19.63
TDRD5,163589,,19.63
TMEM241,85019,,19.63
TSPEAR,54084,,19.63
VNN3P,55350,,19.63
ZBED5-AS1,729013,,19.63
ZFP27,22689,,19.63
ZFY,7544,,19.63
ZNF512B,57473,,19.63
ZNF710,374655,,19.63
ZSCAN10,84891,,19.63
BBS4,585,,19.62
DHX36,170506,,19.62
DPH3,285381,,19.62
FAM210A,125228,,19.62
KRR1,11103,,19.62
MINAR2,100127206,,19.62
NKAPL,222698,,19.62
PRDM16-DT,440556,,19.62
PRELID2,153768,,19.62
SIRT6,51548,,19.62
SLC35A1,10559,,19.62
STMP1,647087,,19.62
TBC1D24,57465,,19.62
CASD1,64921,,19.61
EPN3,55040,,19.61
FOXF2,2295,,19.61
KCNIP3,30818,,19.61
KLHDC2,23588,,19.61
NPRL3,8131,,19.61
NPTXR,23467,,19.61
SLC35G2,80723,,19.61
STAT1,6772,,19.61
TASOR,23272,,19.61
ADAM8B,100005593,,19.6
ADRB3,155,,19.6
BMPR2A,562822,,19.6
RPS16,6217,,19.6
CDCP3,71395,,19.59
DBIL5P2,100169989,,19.59
EPHX3,79852,,19.59
FAM180A,389558,,19.59
FUT2,2524,,19.59
GABBR1A,373873,,19.59
GADD45GIP1,90480,,19.59
LIN28B,389421,,19.59
LMX1B,4010,,19.59
ODF3B,440836,,19.59
OLFR976,258364,,19.59
ORM3,18407,,19.59
P2RX1,5023,,19.59
PRAME,23532,,19.59
RAX,30062,,19.59
SECTM1B,58210,,19.59
SP140,11262,,19.59
ACAP3A,322991,,19.58
COX6B1,1340,,19.58
CTSQL2,408201,,19.58
DNAJC3B,58154,,19.58
EVLB,402929,,19.58
IGHG4,3503,,19.58
MUL-1,186063,,19.58
PCSK5B,559556,,19.58
POLR1B,84172,,19.58
SLC5A6A,563356,,19.58
UBE2IA,114445,,19.58
LINC01881,728323,,19.57
MDS2,259283,,19.57
MIR508,574513,,19.57
OLFR676,259099,,19.57
SUPT4H1,6827,,19.57
CCDC192,728586,,19.56
MIR126B,102465787,,19.56
OLFR30,18329,,19.56
OLFR667,259062,,19.56
PRELID1A,393337,,19.56
SYT14,255928,,19.56
ZFP583,213011,,19.56
CALM1,801,,19.55
ERCC1,2067,,19.55
MVD,4597,,19.55
OLFR149,235256,,19.55
OLFR829,259070,,19.55
OR52B2,255725,,19.55
ZNF248,57209,,19.55
ANTXR2,118429,,19.54
CDKN2D,1032,,19.54
CENPK,64105,,19.54
COX17,10063,,19.54
NID2,22795,,19.54
PDE10A,10846,,19.54
PPP1CB,5500,,19.54
QSOX1,5768,,19.54
SH3BP5,9467,,19.54
STOM,2040,,19.54
TMSB4X,7114,,19.54
TNIP1,10318,,19.54
YWHAQ,10971,,19.54
TPH2,121278,,19.53
ADRB2,154,,19.52
APOF,319,,19.52
EFNA4,1945,,19.52
REG3G,130120,,19.52
ADGRB2,576,,19.51
AMFR,267,,19.51
AMMECR1,9949,,19.51
BET1L,51272,,19.51
DEDD,9191,,19.51
DMXL1,1657,,19.51
DPH5,51611,,19.51
MRE11,4361,,19.51
NXPE3,91775,,19.51
PRPF38B,55119,,19.51
RSPH1,89765,,19.51
EGLN3,112399,,19.5
ELP1,8518,,19.5
GJB2,2706,,19.5
MPV17L,255027,,19.5
NMRK1,54981,,19.5
PPP1R1C,151242,,19.5
PTPRH,5794,,19.5
STK40,83931,,19.5
TNF,7124,marker/mechanism,19.5
CSF3,1440,,19.49
SLC22A8,9376,,19.49
SP7,121340,,19.48
CCN3,4856,,19.47
NEK6,10783,,19.47
NGEF,25791,,19.47
PDE4A,5141,,19.47
PLAC8,51316,,19.47
STK17B,9262,,19.47
YWHAH,7533,,19.47
AKR1B1,231,,19.46
HMGB1,3146,,19.46
SLC30A1,7779,,19.45
SLC38A2,54407,,19.45
CCN2,1490,,19.44
GYS2,2998,,19.44
CCBE1,147372,,19.43
CEBPB,1051,,19.42
HTR7P1,93164,,19.42
CRADD,8738,,19.41
DTX1,1840,,19.41
HLA-F,3134,,19.41
IFI27L2B,217845,,19.41
NKX2-1,7080,,19.41
PES1,23481,,19.41
ALDH3A2,224,,19.4
AP2A2,161,,19.4
CCT6A,908,,19.4
CKMT1,12716,,19.4
CLCN3,1182,,19.4
CSGALNACT2,55454,,19.4
DAG1,1605,,19.4
DLG3,1741,,19.4
FRYL,285527,,19.4
GAD2,2572,,19.4
GPBAR1,151306,,19.4
IMPA2,3613,,19.4
KLHL7,55975,,19.4
MAML2,84441,,19.4
MRPL49,740,,19.4
MYL9,10398,,19.4
OSBPL5,114879,,19.4
PAK1,5058,,19.4
PPIL3,53938,,19.4
PSMG1,8624,,19.4
RAP1GAP,5909,,19.4
RPS6KA5,9252,,19.4
SH3TC1,54436,,19.4
SIRT7,51547,,19.4
SUMF1,285362,,19.4
VAMP4,8674,,19.4
SEC16B,89866,,19.39
EPB42,2038,,19.37
SLC47A2,146802,,19.37
ALG10,84920,,19.36
CAMKMT,79823,,19.36
MATN1,4146,,19.36
MS4A2,2206,,19.36
SLC22A19,207151,,19.36
C2ORF42,54980,,19.35
EXOSC1,51013,,19.35
FPR3,2359,,19.35
GLULA,100000775,,19.35
INTS15,79034,,19.35
LILRA2,11027,,19.35
SC5D,6309,,19.35
SLC23A2,9962,,19.35
UBAP1L,390595,,19.35
UGT1A1,54658,,19.35
ZFP553,233887,,19.35
ZNF302,55900,,19.35
ZNF439,90594,,19.35
ADAM4,11498,,19.34
AFG3L1P,172,,19.34
APOM,55937,,19.34
ARHGAP11A,9824,,19.34
C1ORF174,339448,,19.34
CACNA1H,8912,,19.34
FAM166A,401565,,19.34
FV1,14349,,19.34
GPRIN2,9721,,19.34
GUSBP4,375513,,19.34
HOXC11,3227,,19.34
MIR33B,693120,,19.34
MIR487B,664616,,19.34
MYLIPB,565911,,19.34
OPN1MW,2652,,19.34
PCDHB3,56132,,19.34
PLA2G4E,123745,,19.34
PSAPL1,768239,,19.34
PTGS2B,559020,,19.34
RBBP8NL,140893,,19.34
RNF17,56163,,19.34
RNF175,285533,,19.34
SERPINI2,5276,,19.34
SLC35E2,320541,,19.34
SSUH2,51066,,19.34
TPTE,7179,,19.34
ZFP180,210135,,19.34
ZFP335,329559,,19.34
ZNF271P,10778,,19.34
ZNF347,84671,,19.34
ZNF415,55786,,19.34
ZNF579,163033,,19.34
ZNF660,285349,,19.34
ZNF853,54753,,19.34
AASS,10157,,19.33
GSTP1,2950,,19.33
NEU1,4758,,19.33
PDHA1,5160,,19.33
RAD23B,5887,,19.33
USP7,7874,,19.33
C14ORF28,122525,,19.32
CA11,770,,19.32
CARMIL3,90668,,19.32
CFAP91,89876,,19.32
COL3A1,1281,,19.32
CYP4A22,284541,,19.32
DHRS12,79758,,19.32
FABP12,646486,,19.32
FYB,23880,,19.32
GP9,2815,,19.32
KLHL10,317719,,19.32
KRT71,112802,,19.32
MIR32,407036,,19.32
MUG2,17837,,19.32
PTPRV,13924,,19.32
RSKR,124923,,19.32
SIMC1,375484,,19.32
TAC2,21334,,19.32
TOGARAM2,165186,,19.32
TPRG1,285386,,19.32
TRIR,79002,,19.32
ZFP322A,218100,,19.32
ZNF239,8187,,19.32
CDC25B,994,,19.31
KCNJ6,3763,,19.31
RHBDD2,57414,,19.31
SLC11A2,4891,,19.31
C1QTNF3,114899,,19.3
CD19,930,,19.3
CRTC2,200186,,19.3
GRM3,2913,,19.3
