DrugCombination_ID,Components_Name,DrugBank_ID,Label,Smiles
DC004999,Indacaterol maleate; Salmeterol,DB00938/DB05039,1,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1?CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1
DC007197,Aspirin; Hydrocodone bitartrate,DB00945/DB00956,1,CC(=O)OC1=CC=CC=C1C(O)=O?[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DC000301,Aspirin; Dipyridamole,DB00945/DB00975,1,CC(=O)OC1=CC=CC=C1C(O)=O?OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
DC007006,Aspirin; Atorvastatin,DB00945/DB01076,1,CC(=O)OC1=CC=CC=C1C(O)=O?CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
DC004483,Aspirin; Pioglitazone,DB00945/DB01132,1,CC(=O)OC1=CC=CC=C1C(O)=O?CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
DC000041,Aspirin; Dihydrocodeine,DB00945/DB01551,1,CC(=O)OC1=CC=CC=C1C(O)=O?[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC
DC007199,Aspirin; Pravastatin sodium,DB00945/DB00175,1,CC(=O)OC1=CC=CC=C1C(O)=O?[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC
DC006321,Aspirin; Esomeprazole,DB00945/DB00736,1,CC(=O)OC1=CC=CC=C1C(O)=O?COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1
DC002507,Aspirin; Clopidogrel,DB00945/DB00758,1,CC(=O)OC1=CC=CC=C1C(O)=O?[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl
DC001403,Aspirin; Ticagrelor,DB00945/DB08816,1,CC(=O)OC1=CC=CC=C1C(O)=O?CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1
DC001440,Aspirin; Dimethyl fumarate,DB00945/DB08908,1,CC(=O)OC1=CC=CC=C1C(O)=O?[H]\C(=C(\[H])C(=O)OC)C(=O)OC
DC000276,Fexofenadine; Probenecid,DB00950/DB01032,1,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1?CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
DC000116,Isoniazid; Rifampin,DB00951/DB01045,1,NNC(=O)C1=CC=NC=C1?CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
DC000601,Isoniazid; Rifapentine,DB00951/DB01201,1,NNC(=O)C1=CC=NC=C1?CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O
DC000058,Hydrocodone; Ibuprofen,DB00956/DB01050,1,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O?CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
DC000206,Chlorpheniramine; Hydrocodone,DB00956/DB01114,1,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O?CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DC007275,Hydrocodone bitartrate; Phenylpropanolamine hydrochloride,DB00956/DB00397,1,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O?[H][C@@](C)(N)[C@]([H])(O)C1=CC=CC=C1
DC007258,Ethinyl estradiol; Norgestimate,DB00957/DB00977,1,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O?[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DC004679,Carboplatin; Docetaxel,DB00958/DB01248,1,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H]?[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
DC004166,Carboplatin; Trientine,DB00958/DCC0532,1,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H]?NCCNCCNCCN
DC000118,Levonordefrin; Mepivacaine,DB00961/DB06707,1,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C?C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1
DC000042,Hydrochlorothiazide; Telmisartan,DB00966/DB00999,1,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O?NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DC004263,Clopidogrel; Telmisartan,DB00966/DB00758,1,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O?[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl
DC000478,Hydrochlorothiazide; Methyldopa,DB00968/DB00999,1,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O?NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DC000901,Atorvastatin; Ezetimibe,DB00973/DB01076,1,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1?CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
DC002270,Ezetimibe; Fluvastatin,DB00973/DB01095,1,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1?CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12
DC000008,Drospirenone; Ethinyl Estradiol,DB00977/DB01395,1,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3?[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21
DC007171,Desogestrel; Ethinyl estradiol,DB00977/DB00304,1,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3?[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]
DC007159,Ethinyl estradiol; Norelgestromin,DB00977/DB06713,1,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3?[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(C=C3CC[C@@]21[H])=NO
DC000355,Budesonide; Formoterol,DB00983/DB01222,1,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1?[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DC007165,Formoterol fumarate; Mometasone furoate,DB00983/DB00764,1,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1?[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DC003435,Formoterol; Tiotropium,DB00983/DB01409,1,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1?[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1
DC000259,Cytarabine; Tanespimycin,DB00987/DCC0456,1,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O?[H]/C1=C([H])/[C@]([H])(OC)[C@@]([H])(OC(O)=N)C(C)=C([H])[C@]([H])(C)[C@@]([H])(O)[C@]([H])(C[C@]([H])(C)CC2=C(NCC=C)C(=O)C=C(N=C(O)\C(C)=C\1/[H])C2=O)OC
DC001606,Cytarabine; SCH 900776,DB00987/DCC1017,1,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O?CN1C=C(C=N1)C1=C2N=C([C@@H]3CCCNC3)C(Br)=C(N)N2N=C1
DC006275,Cytarabine; Daunorubicin,DB00987/DB00694,1,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O?COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O
DC004926,Duloxetine; Gabapentin,DB00996/DB00476,1,NCC1(CC(O)=O)CCCCC1?CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
DC000204,Doxorubicin; Paclitaxel,DB00997/DB01229,1,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O?[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
DC002520,Docetaxel; Doxorubicin,DB00997/DB01248,1,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O?[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
DC000306,Doxorubicin; Trabectedin,DB00997/DB05109,1,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O?[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31
DC000467,2-methoxyestradiol; Doxorubicin,DB00997/DB02342,1,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O?[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3
DC006727,Canfosfamide; Doxorubicin,DB00997/DB04972,1,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O?N[C@@H](CCC(=O)N[C@@H](CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)C(=O)N[C@@H](C(O)=O)C1=CC=CC=C1)C(O)=O
DC000482,Hydrochlorothiazide; Irbesartan,DB00999/DB01029,1,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1?CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
DC000032,Captopril; Hydrochlorothiazide,DB00999/DB01197,1,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1?C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
DC007267,Hydralazine hydrochloride; Hydrochlorothiazide,DB00999/DB01275,1,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1?NNC1=NN=CC2=CC=CC=C12
DC007271,Hydrochlorothiazide; Labetalol hydrochloride,DB00999/DB00598,1,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1?CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
DC007163,Hydrochlorothiazide; moexipril hydrochloride,DB00999/DB00691,1,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1?CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O
DC007272,Hydrochlorothiazide; Pindolol,DB00999/DB00960,1,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1?CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DC007237,Deserpidine; Hydrochlorothiazide,DB00999/DB01089,1,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1?[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2
DC007266,Guanethidine monosulfate; Hydrochlorothiazide,DB00999/DB01170,1,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1?NC(N)=NCCN1CCCCCCC1
DC007273,Hydrochlorothiazide; Reserpine,DB00999/DB00206,1,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1?[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
DC000220,Lapatinib; Letrozole,DB01006/DB01259,1,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N?CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
DC001584,Everolimus; Letrozole,DB01006/DB01590,1,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N?[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC
DC002470,Cetrorelix acetate; Letrozole,DB01006/DB00050,1,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N?CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
DC007307,Phenazopyridine hydrochloride; Sulfamethoxazole,DB01015/DB01438,1,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1?NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1
DC000195,Alogliptin; Glyburide,DB01016/DB06203,1,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1?CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O
DC001932,Felodipine; Irbesartan,DB01023/DB01029,1,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC?CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
DC003351,Captopril; Irbesartan,DB01029/DB01197,1,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1?C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
DC000433,Lapatinib; Topotecan,DB01030/DB01259,1,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O?CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
DC000179,Gemifloxacin; Probenecid,DB01032/DB01155,1,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O?CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
DC000211,Colchicine; Probenecid,DB01032/DB01394,1,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O?COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O
DC000147,Mercaptopurine; Rifampin,DB01033/DB01045,1,S=C1N=CNC2=C1NC=N2?CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
DC000149,Clarithromycin; Mercaptopurine,DB01033/DB01211,1,S=C1N=CNC2=C1NC=N2?[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC
DC000352,Cerulenin; Levodopa,DB01034/DB01235,1,[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O?N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
DC003129,Busulfan; Melphalan,DB01042/DB01008,1,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O?CS(=O)(=O)OCCCCOS(C)(=O)=O
DC000143,Clarithromycin; Rifampin,DB01045/DB01211,1,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C?[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC
DC000453,Fusidic Acid; Rifampin,DB01045/DB02703,1,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C?[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
DC002890,Doxycycline; Rifampin,DB01045/DB00254,1,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C?[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O
DC000020,Diphenhydramine; Ibuprofen,DB01050/DB01075,1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O?CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DC004397,Ibuprofen; Telcagepant,DB01050/DCC0944,1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O?FC1=C(F)C(=CC=C1)[C@@H]1CC[C@@H](NC(=O)N2CCC(CC2)N2C(=O)NC3=C2C=CC=N3)C(=O)N(CC(F)(F)F)C1
DC007296,Meperidine hydrochloride; Promethazine hydrochloride,DB01069/DB00454,1,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C?CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
DC002847,Diphenhydramine; Temsirolimus,DB01075/DB06287,1,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1?OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC
DC006569,Atorvastatin; Rosuvastatin,DB01076/DB01098,1,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1?CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O
DC000302,Atorvastatin; Proguanil,DB01076/DB01131,1,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1?CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1
DC000104,Atorvastatin; Torcetrapib,DB01076/DCC0419,1,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1?CCOC(=O)N1[C@H](CC)C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(=O)OC)C2=C1C=CC(=C2)C(F)(F)F
DC001408,Atorvastatin; Fimasartan,DB01076/DCC0700,1,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1?CCCCC1=NC(C)=C(CC(=S)N(C)C)C(=O)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1
DC002155,Atorvastatin; Clopidogrel,DB01076/DB00758,1,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1?[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl
DC000202,Gemfibrozil; Rosuvastatin,DB01098/DB01241,1,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O?CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
DC000725,Capecitabine; Paclitaxel,DB01101/DB01229,1,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O?[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
DC000250,Capecitabine; Docetaxel,DB01101/DB01248,1,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O?[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
DC001463,Capecitabine; Lapatinib,DB01101/DB01259,1,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O?CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
DC000794,Capecitabine; Sunitinib,DB01101/DB01268,1,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O?CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
DC005319,Capecitabine; Enzastaurin,DB01101/DCC0634,1,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O?CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12
